in:Building Type,in:Plot type,in:Building Depth,in:Building Length/m,in:Orientation,in:GlzRatio,out:surface to area ratio,out:Building height,out:Area of Quality View/m2,out:Helpful solar radiation/kWh,out:Hamrful solar radiation/kWh,out:Net solar radiation/kWh,out:Privacy Factor,out:Worst 10% Hamrful solar intensitykWh/m2,out:Public Area Sunlight hours,img
Freestanding,Four,Double load,25.6,0,0.4,0.872344,26.579863,2244,318979,72884,246095,391863,1,66092.6,BuildingType0_MinimumPlotwidthm21_BuildingDepthm17.6_BuildingLengthm25.6_Orientation0_GlzRatio0.4_4.png
Freestanding,One,25.6,25.6,0,0.4,0.51191,114.820129,4703,560754,98439,462315,659193,7,106914.5,BuildingType0_MinimumPlotwidthm43_BuildingDepthm25.6_BuildingLengthm25.6_Orientation0_GlzRatio0.4_4.png
Freestanding,Two,25.6,25.6,0,0.4,0.551606,58.910065,4576,466598,89982,376616,556580,6,87475.5,BuildingType0_MinimumPlotwidthm42_BuildingDepthm25.6_BuildingLengthm25.6_Orientation0_GlzRatio0.4_4.png
Freestanding,Three,25.6,25.6,0,0.4,0.648524,30.955032,3230,350848,78537,272311,429385,5,69980.4,BuildingType0_MinimumPlotwidthm36_BuildingDepthm25.6_BuildingLengthm25.6_Orientation0_GlzRatio0.4_4.png
Freestanding,Four,25.6,25.6,0,0.4,0.872344,26.579863,2244,318979,72884,246095,391863,1,66092.6,BuildingType0_MinimumPlotwidthm21_BuildingDepthm25.6_BuildingLengthm25.6_Orientation0_GlzRatio0.4_4.png
Freestanding,One,Double load,17.6,15,0.4,0.706364,239.578125,6747,855641,146335,709306,1001976,9,114690.1,BuildingType0_MinimumPlotwidthm43_BuildingDepthm17.6_BuildingLengthm17.6_Orientation30_GlzRatio0.4_4.png
Freestanding,Two,Double load,17.6,15,0.4,0.732454,121.289063,6659,768783,137985,630798,906768,7,99138.9,BuildingType0_MinimumPlotwidthm42_BuildingDepthm17.6_BuildingLengthm17.6_Orientation30_GlzRatio0.4_4.png
Freestanding,Three,Double load,17.6,15,0.4,0.775578,62.144531,5379,628709,123468,505241,752177,6,79699.9,BuildingType0_MinimumPlotwidthm36_BuildingDepthm17.6_BuildingLengthm17.6_Orientation30_GlzRatio0.4_4.png
Freestanding,Four,Double load,17.6,15,0.4,0.884974,37.046666,2749,436519,94388,342131,530907,2,69980.4,BuildingType0_MinimumPlotwidthm21_BuildingDepthm17.6_BuildingLengthm17.6_Orientation30_GlzRatio0.4_4.png
Freestanding,One,25.6,17.6,15,0.4,0.606756,165.647461,5725,704583,121610,582973,826193,9,110802.3,BuildingType0_MinimumPlotwidthm43_BuildingDepthm25.6_BuildingLengthm17.6_Orientation30_GlzRatio0.4_4.png
Freestanding,Two,25.6,17.6,15,0.4,0.635928,84.32373,5605,618818,112290,506528,731108,6,93307.2,BuildingType0_MinimumPlotwidthm42_BuildingDepthm25.6_BuildingLengthm17.6_Orientation30_GlzRatio0.4_4.png
Freestanding,Three,25.6,17.6,15,0.4,0.694272,43.661865,3970,476762,99434,377328,576196,5,73868.2,BuildingType0_MinimumPlotwidthm36_BuildingDepthm25.6_BuildingLengthm17.6_Orientation30_GlzRatio0.4_4.png
Freestanding,Four,25.6,17.6,15,0.4,0.894402,36.745304,2819,430106,93620,336486,523726,2,69980.4,BuildingType0_MinimumPlotwidthm21_BuildingDepthm25.6_BuildingLengthm17.6_Orientation30_GlzRatio0.4_4.png
Freestanding,One,Double load,25.6,15,0.4,0.606756,165.647461,5722,716797,124054,592743,840851,8,110802.3,BuildingType0_MinimumPlotwidthm43_BuildingDepthm17.6_BuildingLengthm25.6_Orientation30_GlzRatio0.4_4.png
Freestanding,Two,Double load,25.6,15,0.4,0.635928,84.32373,5606,611984,114006,497978,725990,6,93307.2,BuildingType0_MinimumPlotwidthm42_BuildingDepthm17.6_BuildingLengthm25.6_Orientation30_GlzRatio0.4_4.png
Freestanding,Three,Double load,25.6,15,0.4,0.694272,43.661865,3796,467653,100148,367505,567801,5,73868.2,BuildingType0_MinimumPlotwidthm36_BuildingDepthm17.6_BuildingLengthm25.6_Orientation30_GlzRatio0.4_4.png
Freestanding,Four,Double load,25.6,15,0.4,0.845688,27.935607,2162,336065,77648,258417,413713,1,68036.5,BuildingType0_MinimumPlotwidthm21_BuildingDepthm17.6_BuildingLengthm25.6_Orientation30_GlzRatio0.4_4.png
Freestanding,One,25.6,25.6,15,0.4,0.51191,114.820129,4696,565518,99368,466150,664886,7,106914.5,BuildingType0_MinimumPlotwidthm43_BuildingDepthm25.6_BuildingLengthm25.6_Orientation30_GlzRatio0.4_4.png
Freestanding,Two,25.6,25.6,15,0.4,0.551606,58.910065,4479,466679,88923,377756,555602,6,87475.5,BuildingType0_MinimumPlotwidthm42_BuildingDepthm25.6_BuildingLengthm25.6_Orientation30_GlzRatio0.4_4.png
Freestanding,Three,25.6,25.6,15,0.4,0.648524,30.955032,2820,347085,77914,269171,424999,5,71924.3,BuildingType0_MinimumPlotwidthm36_BuildingDepthm25.6_BuildingLengthm25.6_Orientation30_GlzRatio0.4_4.png
Freestanding,Four,25.6,25.6,15,0.4,0.85915,27.931491,2142,319403,74216,245187,393619,1,68036.5,BuildingType0_MinimumPlotwidthm21_BuildingDepthm25.6_BuildingLengthm25.6_Orientation30_GlzRatio0.4_4.png
Freestanding,One,Double load,17.6,30,0.4,0.706364,239.578125,6747,860306,146046,714260,1006352,9,114690.1,BuildingType0_MinimumPlotwidthm43_BuildingDepthm17.6_BuildingLengthm17.6_Orientation60_GlzRatio0.4_4.png
Freestanding,Two,Double load,17.6,30,0.4,0.732454,121.289063,6658,765456,136042,629414,901498,7,99138.9,BuildingType0_MinimumPlotwidthm42_BuildingDepthm17.6_BuildingLengthm17.6_Orientation60_GlzRatio0.4_4.png
Freestanding,Three,Double load,17.6,30,0.4,0.775578,62.144531,4924,621634,121522,500112,743156,6,79699.9,BuildingType0_MinimumPlotwidthm36_BuildingDepthm17.6_BuildingLengthm17.6_Orientation60_GlzRatio0.4_4.png
Freestanding,Four,Double load,17.6,30,0.4,0.886094,38.877884,3012,457995,98613,359382,556608,3,69980.4,BuildingType0_MinimumPlotwidthm21_BuildingDepthm17.6_BuildingLengthm17.6_Orientation60_GlzRatio0.4_4.png
Freestanding,One,25.6,17.6,30,0.4,0.606756,165.647461,5725,706345,122798,583547,829143,9,110802.3,BuildingType0_MinimumPlotwidthm43_BuildingDepthm25.6_BuildingLengthm17.6_Orientation60_GlzRatio0.4_4.png
Freestanding,Two,25.6,17.6,30,0.4,0.635928,84.32373,5569,611358,112206,499152,723564,7,93307.2,BuildingType0_MinimumPlotwidthm42_BuildingDepthm25.6_BuildingLengthm17.6_Orientation60_GlzRatio0.4_4.png
Freestanding,Three,25.6,17.6,30,0.4,0.694272,43.661865,3423,468378,99611,368767,567989,5,73868.2,BuildingType0_MinimumPlotwidthm36_BuildingDepthm25.6_BuildingLengthm17.6_Orientation60_GlzRatio0.4_4.png
Freestanding,Four,25.6,17.6,30,0.4,0.941056,38.282939,2926,447333,96691,350642,544024,2,69980.4,BuildingType0_MinimumPlotwidthm21_BuildingDepthm25.6_BuildingLengthm17.6_Orientation60_GlzRatio0.4_4.png
Freestanding,One,Double load,25.6,30,0.4,0.606756,165.647461,5725,722828,122444,600384,845272,8,110802.3,BuildingType0_MinimumPlotwidthm43_BuildingDepthm17.6_BuildingLengthm25.6_Orientation60_GlzRatio0.4_4.png
Freestanding,Two,Double load,25.6,30,0.4,0.635928,84.32373,5626,615010,111078,503932,726088,6,93307.2,BuildingType0_MinimumPlotwidthm42_BuildingDepthm17.6_BuildingLengthm25.6_Orientation60_GlzRatio0.4_4.png
Freestanding,Three,Double load,25.6,30,0.4,0.694272,43.661865,3420,472394,99045,373349,571439,5,73868.2,BuildingType0_MinimumPlotwidthm36_BuildingDepthm17.6_BuildingLengthm25.6_Orientation60_GlzRatio0.4_4.png
Freestanding,Four,Double load,25.6,30,0.4,0.862292,32.150149,2617,384598,85379,299219,469977,2,68036.5,BuildingType0_MinimumPlotwidthm21_BuildingDepthm17.6_BuildingLengthm25.6_Orientation60_GlzRatio0.4_4.png
Freestanding,One,25.6,25.6,30,0.4,0.51191,114.820129,4703,568065,99154,468911,667219,8,106914.5,BuildingType0_MinimumPlotwidthm43_BuildingDepthm25.6_BuildingLengthm25.6_Orientation60_GlzRatio0.4_4.png
Freestanding,Two,25.6,25.6,30,0.4,0.551606,58.910065,4329,467435,88268,379167,555703,6,89419.4,BuildingType0_MinimumPlotwidthm42_BuildingDepthm25.6_BuildingLengthm25.6_Orientation60_GlzRatio0.4_4.png
Freestanding,Three,25.6,25.6,30,0.4,0.650894,31.380874,2464,349762,77039,272723,426801,4,71924.3,BuildingType0_MinimumPlotwidthm36_BuildingDepthm25.6_BuildingLengthm25.6_Orientation60_GlzRatio0.4_4.png
Freestanding,Four,25.6,25.6,30,0.4,0.888816,31.97983,2645,368822,81936,286886,450758,1,68036.5,BuildingType0_MinimumPlotwidthm21_BuildingDepthm25.6_BuildingLengthm25.6_Orientation60_GlzRatio0.4_4.png
Freestanding,One,Double load,17.6,45,0.4,0.706364,239.578125,5060,861130,144296,716834,1005426,10,114690.1,BuildingType0_MinimumPlotwidthm43_BuildingDepthm17.6_BuildingLengthm17.6_Orientation90_GlzRatio0.4_4.png
Freestanding,Two,Double load,17.6,45,0.4,0.732454,121.289063,5391,761209,133529,627680,894738,8,99138.9,BuildingType0_MinimumPlotwidthm42_BuildingDepthm17.6_BuildingLengthm17.6_Orientation90_GlzRatio0.4_4.png
Freestanding,Three,Double load,17.6,45,0.4,0.775578,62.144531,4444,619439,119898,499541,739337,6,81643.8,BuildingType0_MinimumPlotwidthm36_BuildingDepthm17.6_BuildingLengthm17.6_Orientation90_GlzRatio0.4_4.png
Freestanding,Four,Double load,17.6,45,0.4,0.878828,39.606614,2969,462607,98187,364420,560794,3,69980.4,BuildingType0_MinimumPlotwidthm21_BuildingDepthm17.6_BuildingLengthm17.6_Orientation90_GlzRatio0.4_4.png
Freestanding,One,25.6,17.6,45,0.4,0.606756,165.647461,4559,704071,122466,581605,826537,9,110802.3,BuildingType0_MinimumPlotwidthm43_BuildingDepthm25.6_BuildingLengthm17.6_Orientation90_GlzRatio0.4_4.png
Freestanding,Two,25.6,17.6,45,0.4,0.635928,84.32373,4423,603471,111551,491920,715022,8,93307.2,BuildingType0_MinimumPlotwidthm42_BuildingDepthm25.6_BuildingLengthm17.6_Orientation90_GlzRatio0.4_4.png
Freestanding,Three,25.6,17.6,45,0.4,0.694272,43.661865,3179,464322,98952,365370,563274,5,73868.2,BuildingType0_MinimumPlotwidthm36_BuildingDepthm25.6_BuildingLengthm17.6_Orientation90_GlzRatio0.4_4.png
Freestanding,Four,25.6,17.6,45,0.4,0.916786,36.608194,2622,429308,93042,336266,522350,2,68036.5,BuildingType0_MinimumPlotwidthm21_BuildingDepthm25.6_BuildingLengthm17.6_Orientation90_GlzRatio0.4_4.png
Freestanding,One,Double load,25.6,45,0.4,0.606756,165.647461,4029,723999,119608,604391,843607,9,112746.2,BuildingType0_MinimumPlotwidthm43_BuildingDepthm17.6_BuildingLengthm25.6_Orientation90_GlzRatio0.4_4.png
Freestanding,Two,Double load,25.6,45,0.4,0.635928,84.32373,4048,615075,108012,507063,723087,8,93307.2,BuildingType0_MinimumPlotwidthm42_BuildingDepthm17.6_BuildingLengthm25.6_Orientation90_GlzRatio0.4_4.png
Freestanding,Three,Double load,25.6,45,0.4,0.694272,43.661865,3419,475754,97041,378713,572795,5,75812.1,BuildingType0_MinimumPlotwidthm36_BuildingDepthm17.6_BuildingLengthm25.6_Orientation90_GlzRatio0.4_4.png
Freestanding,Four,Double load,25.6,45,0.4,0.916684,36.596638,2832,433781,92291,341490,526072,2,68036.5,BuildingType0_MinimumPlotwidthm21_BuildingDepthm17.6_BuildingLengthm25.6_Orientation90_GlzRatio0.4_4.png
Freestanding,One,25.6,25.6,45,0.4,0.51191,114.820129,3527,566440,97761,468679,664201,9,106914.5,BuildingType0_MinimumPlotwidthm43_BuildingDepthm25.6_BuildingLengthm25.6_Orientation90_GlzRatio0.4_4.png
Freestanding,Two,25.6,25.6,45,0.4,0.551606,58.910065,3147,463733,86875,376858,550608,8,89419.4,BuildingType0_MinimumPlotwidthm42_BuildingDepthm25.6_BuildingLengthm25.6_Orientation90_GlzRatio0.4_4.png
Freestanding,Three,25.6,25.6,45,0.4,0.622926,31.710946,2418,360124,77493,282631,437617,5,71924.3,BuildingType0_MinimumPlotwidthm36_BuildingDepthm25.6_BuildingLengthm25.6_Orientation90_GlzRatio0.4_4.png
Freestanding,Four,25.6,25.6,45,0.4,0.930732,34.193768,2598,396431,86588,309843,483019,1,68036.5,BuildingType0_MinimumPlotwidthm21_BuildingDepthm25.6_BuildingLengthm25.6_Orientation90_GlzRatio0.4_4.png
Freestanding,One,Double load,17.6,60,0.4,0.706364,239.578125,5060,858119,143053,715066,1001172,11,114690.1,BuildingType0_MinimumPlotwidthm43_BuildingDepthm17.6_BuildingLengthm17.6_Orientation120_GlzRatio0.4_4.png
Freestanding,Two,Double load,17.6,60,0.4,0.732454,121.289063,5046,762122,133219,628903,895341,9,99138.9,BuildingType0_MinimumPlotwidthm42_BuildingDepthm17.6_BuildingLengthm17.6_Orientation120_GlzRatio0.4_4.png
Freestanding,Three,Double load,17.6,60,0.4,0.775578,62.144531,4351,622236,119948,502288,742184,6,81643.8,BuildingType0_MinimumPlotwidthm36_BuildingDepthm17.6_BuildingLengthm17.6_Orientation120_GlzRatio0.4_4.png
Freestanding,Four,Double load,17.6,60,0.4,0.886162,38.882278,2974,463857,97493,366364,561350,3,69980.4,BuildingType0_MinimumPlotwidthm21_BuildingDepthm17.6_BuildingLengthm17.6_Orientation120_GlzRatio0.4_4.png
Freestanding,One,25.6,17.6,60,0.4,0.606756,165.647461,4559,701077,122226,578851,823303,10,110802.3,BuildingType0_MinimumPlotwidthm43_BuildingDepthm25.6_BuildingLengthm17.6_Orientation120_GlzRatio0.4_4.png
Freestanding,Two,25.6,17.6,60,0.4,0.635928,84.32373,4480,596944,111690,485254,708634,8,93307.2,BuildingType0_MinimumPlotwidthm42_BuildingDepthm25.6_BuildingLengthm17.6_Orientation120_GlzRatio0.4_4.png
Freestanding,Three,25.6,17.6,60,0.4,0.694272,43.661865,3352,462289,99012,363277,561301,5,73868.2,BuildingType0_MinimumPlotwidthm36_BuildingDepthm25.6_BuildingLengthm17.6_Orientation120_GlzRatio0.4_4.png
Freestanding,Four,25.6,17.6,60,0.4,0.862626,32.163309,2389,387450,85653,301797,473103,2,68036.5,BuildingType0_MinimumPlotwidthm21_BuildingDepthm25.6_BuildingLengthm17.6_Orientation120_GlzRatio0.4_4.png
Freestanding,One,Double load,25.6,60,0.4,0.606756,165.647461,4029,720737,117663,603074,838400,10,112746.2,BuildingType0_MinimumPlotwidthm43_BuildingDepthm17.6_BuildingLengthm25.6_Orientation120_GlzRatio0.4_4.png
Freestanding,Two,Double load,25.6,60,0.4,0.635928,84.32373,4019,616893,107148,509745,724041,8,93307.2,BuildingType0_MinimumPlotwidthm42_BuildingDepthm17.6_BuildingLengthm25.6_Orientation120_GlzRatio0.4_4.png
Freestanding,Three,Double load,25.6,60,0.4,0.694272,43.661865,3417,483507,96413,387094,579920,6,75812.1,BuildingType0_MinimumPlotwidthm36_BuildingDepthm17.6_BuildingLengthm25.6_Orientation120_GlzRatio0.4_4.png
Freestanding,Four,Double load,25.6,60,0.4,0.940878,38.283474,2841,453400,94609,358791,548009,2,69980.4,BuildingType0_MinimumPlotwidthm21_BuildingDepthm17.6_BuildingLengthm25.6_Orientation120_GlzRatio0.4_4.png
Freestanding,One,25.6,25.6,60,0.4,0.51191,114.820129,3527,564698,96977,467721,661675,9,106914.5,BuildingType0_MinimumPlotwidthm43_BuildingDepthm25.6_BuildingLengthm25.6_Orientation120_GlzRatio0.4_4.png
Freestanding,Two,25.6,25.6,60,0.4,0.551606,58.910065,3279,462013,86666,375347,548679,7,87475.5,BuildingType0_MinimumPlotwidthm42_BuildingDepthm25.6_BuildingLengthm25.6_Orientation120_GlzRatio0.4_4.png
Freestanding,Three,25.6,25.6,60,0.4,0.650928,31.382688,2262,350733,76003,274730,426736,5,71924.3,BuildingType0_MinimumPlotwidthm36_BuildingDepthm25.6_BuildingLengthm25.6_Orientation120_GlzRatio0.4_4.png
Freestanding,Four,25.6,25.6,60,0.4,0.889124,31.991274,2434,371091,81227,289864,452318,1,68036.5,BuildingType0_MinimumPlotwidthm21_BuildingDepthm25.6_BuildingLengthm25.6_Orientation120_GlzRatio0.4_4.png
Freestanding,One,Double load,17.6,75,0.4,0.706364,239.578125,6399,853545,143748,709797,997293,10,114690.1,BuildingType0_MinimumPlotwidthm43_BuildingDepthm17.6_BuildingLengthm17.6_Orientation150_GlzRatio0.4_4.png
Freestanding,Two,Double load,17.6,75,0.4,0.732454,121.289063,6351,764242,134768,629474,899010,7,99138.9,BuildingType0_MinimumPlotwidthm42_BuildingDepthm17.6_BuildingLengthm17.6_Orientation150_GlzRatio0.4_4.png
Freestanding,Three,Double load,17.6,75,0.4,0.775578,62.144531,5204,626447,121855,504592,748302,6,79699.9,BuildingType0_MinimumPlotwidthm36_BuildingDepthm17.6_BuildingLengthm17.6_Orientation150_GlzRatio0.4_4.png
Freestanding,Four,Double load,17.6,75,0.4,0.885,37.04846,3124,442010,93570,348440,535580,2,69980.4,BuildingType0_MinimumPlotwidthm21_BuildingDepthm17.6_BuildingLengthm17.6_Orientation150_GlzRatio0.4_4.png
Freestanding,One,25.6,17.6,75,0.4,0.606756,165.647461,5378,700255,123005,577250,823260,9,110802.3,BuildingType0_MinimumPlotwidthm43_BuildingDepthm25.6_BuildingLengthm17.6_Orientation150_GlzRatio0.4_4.png
Freestanding,Two,25.6,17.6,75,0.4,0.635928,84.32373,5334,601681,113530,488151,715211,7,91363.3,BuildingType0_MinimumPlotwidthm42_BuildingDepthm25.6_BuildingLengthm17.6_Orientation150_GlzRatio0.4_4.png
Freestanding,Three,25.6,17.6,75,0.4,0.694272,43.661865,3899,462513,99929,362584,562442,5,73868.2,BuildingType0_MinimumPlotwidthm36_BuildingDepthm25.6_BuildingLengthm17.6_Orientation150_GlzRatio0.4_4.png
Freestanding,Four,25.6,17.6,75,0.4,0.845822,27.948161,1998,341296,77989,263307,419285,2,66092.6,BuildingType0_MinimumPlotwidthm21_BuildingDepthm25.6_BuildingLengthm17.6_Orientation150_GlzRatio0.4_4.png
Freestanding,One,Double load,25.6,75,0.4,0.606756,165.647461,5187,712525,117930,594595,830455,10,112746.2,BuildingType0_MinimumPlotwidthm43_BuildingDepthm17.6_BuildingLengthm25.6_Orientation150_GlzRatio0.4_4.png
Freestanding,Two,Double load,25.6,75,0.4,0.635928,84.32373,5123,621154,109385,511769,730539,7,93307.2,BuildingType0_MinimumPlotwidthm42_BuildingDepthm17.6_BuildingLengthm25.6_Orientation150_GlzRatio0.4_4.png
Freestanding,Three,Double load,25.6,75,0.4,0.694272,43.661865,3890,482505,97486,385019,579991,6,73868.2,BuildingType0_MinimumPlotwidthm36_BuildingDepthm17.6_BuildingLengthm25.6_Orientation150_GlzRatio0.4_4.png
Freestanding,Four,Double load,25.6,75,0.4,0.894478,36.753431,3072,437523,92671,344852,530194,2,69980.4,BuildingType0_MinimumPlotwidthm21_BuildingDepthm17.6_BuildingLengthm25.6_Orientation150_GlzRatio0.4_4.png
Freestanding,One,25.6,25.6,75,0.4,0.51191,114.820129,4164,560715,97353,463362,658068,8,106914.5,BuildingType0_MinimumPlotwidthm43_BuildingDepthm25.6_BuildingLengthm25.6_Orientation150_GlzRatio0.4_4.png
Freestanding,Two,25.6,25.6,75,0.4,0.551606,58.910065,3797,463475,88157,375318,551632,6,87475.5,BuildingType0_MinimumPlotwidthm42_BuildingDepthm25.6_BuildingLengthm25.6_Orientation150_GlzRatio0.4_4.png
Freestanding,Three,25.6,25.6,75,0.4,0.648524,30.955032,2619,347833,76844,270989,424677,5,69980.4,BuildingType0_MinimumPlotwidthm36_BuildingDepthm25.6_BuildingLengthm25.6_Orientation150_GlzRatio0.4_4.png
Freestanding,Four,25.6,25.6,75,0.4,0.859228,27.943879,1890,325550,73423,252127,398973,1,66092.6,BuildingType0_MinimumPlotwidthm21_BuildingDepthm25.6_BuildingLengthm25.6_Orientation150_GlzRatio0.4_4.png
Freestanding,One,Double load,17.6,90,0.4,0.706364,239.578125,6747,852772,145314,707458,998086,9,114690.1,BuildingType0_MinimumPlotwidthm43_BuildingDepthm17.6_BuildingLengthm17.6_Orientation180_GlzRatio0.4_4.png
Freestanding,Two,Double load,17.6,90,0.4,0.732454,121.289063,6672,770126,137735,632391,907861,7,97195,BuildingType0_MinimumPlotwidthm42_BuildingDepthm17.6_BuildingLengthm17.6_Orientation180_GlzRatio0.4_4.png
Freestanding,Three,Double load,17.6,90,0.4,0.775578,62.144531,6084,630768,123204,507564,753972,6,79699.9,BuildingType0_MinimumPlotwidthm36_BuildingDepthm17.6_BuildingLengthm17.6_Orientation180_GlzRatio0.4_4.png
Freestanding,Four,Double load,17.6,90,0.4,0.880236,37.297971,3312,439264,93565,345699,532829,2,68036.5,BuildingType0_MinimumPlotwidthm21_BuildingDepthm17.6_BuildingLengthm17.6_Orientation180_GlzRatio0.4_4.png
Freestanding,One,25.6,17.6,90,0.4,0.606756,165.647461,5725,706557,123960,582597,830517,8,110802.3,BuildingType0_MinimumPlotwidthm43_BuildingDepthm25.6_BuildingLengthm17.6_Orientation180_GlzRatio0.4_4.png
Freestanding,Two,25.6,17.6,90,0.4,0.635928,84.32373,5629,606458,114904,491554,721362,6,91363.3,BuildingType0_MinimumPlotwidthm42_BuildingDepthm25.6_BuildingLengthm17.6_Orientation180_GlzRatio0.4_4.png
Freestanding,Three,25.6,17.6,90,0.4,0.694272,43.661865,4371,463877,100549,363328,564426,5,71924.3,BuildingType0_MinimumPlotwidthm36_BuildingDepthm25.6_BuildingLengthm17.6_Orientation180_GlzRatio0.4_4.png
Freestanding,Four,25.6,17.6,90,0.4,0.872654,26.579855,2243,318707,72821,245886,391528,1,66092.6,BuildingType0_MinimumPlotwidthm21_BuildingDepthm25.6_BuildingLengthm17.6_Orientation180_GlzRatio0.4_4.png
Freestanding,One,Double load,25.6,90,0.4,0.606756,165.647461,5725,706757,119697,587060,826454,9,112746.2,BuildingType0_MinimumPlotwidthm43_BuildingDepthm17.6_BuildingLengthm25.6_Orientation180_GlzRatio0.4_4.png
Freestanding,Two,Double load,25.6,90,0.4,0.635928,84.32373,5641,623571,112070,511501,735641,6,91363.3,BuildingType0_MinimumPlotwidthm42_BuildingDepthm17.6_BuildingLengthm25.6_Orientation180_GlzRatio0.4_4.png
Freestanding,Three,Double load,25.6,90,0.4,0.694272,43.661865,4568,484872,98579,386293,583451,5,73868.2,BuildingType0_MinimumPlotwidthm36_BuildingDepthm17.6_BuildingLengthm25.6_Orientation180_GlzRatio0.4_4.png
Freestanding,Four,Double load,25.6,90,0.4,0.880236,37.297971,3312,439260,93564,345696,532824,2,68036.5,BuildingType0_MinimumPlotwidthm21_BuildingDepthm17.6_BuildingLengthm25.6_Orientation180_GlzRatio0.4_4.png
Freestanding,One,25.6,25.6,90,0.4,0.51191,114.820129,4703,560728,98436,462292,659164,7,106914.5,BuildingType0_MinimumPlotwidthm43_BuildingDepthm25.6_BuildingLengthm25.6_Orientation180_GlzRatio0.4_4.png
Freestanding,Two,25.6,25.6,90,0.4,0.551606,58.910065,4576,466729,89987,376742,556716,6,87475.5,BuildingType0_MinimumPlotwidthm42_BuildingDepthm25.6_BuildingLengthm25.6_Orientation180_GlzRatio0.4_4.png
Freestanding,Three,25.6,25.6,90,0.4,0.648524,30.955032,3234,350842,78536,272306,429378,5,69980.4,BuildingType0_MinimumPlotwidthm36_BuildingDepthm25.6_BuildingLengthm25.6_Orientation180_GlzRatio0.4_4.png
Freestanding,Four,25.6,25.6,90,0.4,0.872844,26.595704,2244,315287,72017,243270,387304,1,66092.6,BuildingType0_MinimumPlotwidthm21_BuildingDepthm25.6_BuildingLengthm25.6_Orientation180_GlzRatio0.4_4.png
Freestanding,One,Double load,17.6,0,0.5,0.706364,239.578125,8433,1.07E+06,181614,888386,1251614,9,114690.1,BuildingType0_MinimumPlotwidthm43_BuildingDepthm17.6_BuildingLengthm17.6_Orientation0_GlzRatio0.5_4.png
Freestanding,Two,Double load,17.6,0,0.5,0.732454,121.289063,8339,967275,172721,794554,1139996,7,97195,BuildingType0_MinimumPlotwidthm42_BuildingDepthm17.6_BuildingLengthm17.6_Orientation0_GlzRatio0.5_4.png
Freestanding,Three,Double load,17.6,0,0.5,0.775578,62.144531,7657,784019,153602,630417,937621,6,79699.9,BuildingType0_MinimumPlotwidthm36_BuildingDepthm17.6_BuildingLengthm17.6_Orientation0_GlzRatio0.5_4.png
Freestanding,Four,Double load,17.6,0,0.5,0.88001,37.297982,4151,555397,118219,437178,673616,2,68036.5,BuildingType0_MinimumPlotwidthm21_BuildingDepthm17.6_BuildingLengthm17.6_Orientation0_GlzRatio0.5_4.png
Freestanding,One,25.6,17.6,0,0.5,0.606756,165.647461,7156,883544,149421,734123,1032965,9,112746.2,BuildingType0_MinimumPlotwidthm43_BuildingDepthm25.6_BuildingLengthm17.6_Orientation0_GlzRatio0.5_4.png
Freestanding,Two,25.6,17.6,0,0.5,0.635928,84.32373,7041,780285,140076,640209,920361,6,91363.3,BuildingType0_MinimumPlotwidthm42_BuildingDepthm25.6_BuildingLengthm17.6_Orientation0_GlzRatio0.5_4.png
Freestanding,Three,25.6,17.6,0,0.5,0.694272,43.661865,5747,609508,123417,486091,732925,5,73868.2,BuildingType0_MinimumPlotwidthm36_BuildingDepthm25.6_BuildingLengthm17.6_Orientation0_GlzRatio0.5_4.png
Freestanding,Four,25.6,17.6,0,0.5,0.88001,37.297982,4151,555397,118219,437178,673616,2,68036.5,BuildingType0_MinimumPlotwidthm21_BuildingDepthm25.6_BuildingLengthm17.6_Orientation0_GlzRatio0.5_4.png
Freestanding,One,Double load,25.6,0,0.5,0.606756,165.647461,7156,883339,155190,728149,1038529,8,110802.3,BuildingType0_MinimumPlotwidthm43_BuildingDepthm17.6_BuildingLengthm25.6_Orientation0_GlzRatio0.5_4.png
Freestanding,Two,Double load,25.6,0,0.5,0.635928,84.32373,7033,756792,143568,613224,900360,6,91363.3,BuildingType0_MinimumPlotwidthm42_BuildingDepthm17.6_BuildingLengthm25.6_Orientation0_GlzRatio0.5_4.png
Freestanding,Three,Double load,25.6,0,0.5,0.694272,43.661865,5476,584812,126397,458415,711209,5,71924.3,BuildingType0_MinimumPlotwidthm36_BuildingDepthm17.6_BuildingLengthm25.6_Orientation0_GlzRatio0.5_4.png
Freestanding,Four,Double load,25.6,0,0.5,0.872344,26.579863,2847,404339,92236,312103,496575,1,66092.6,BuildingType0_MinimumPlotwidthm21_BuildingDepthm17.6_BuildingLengthm25.6_Orientation0_GlzRatio0.5_4.png
Freestanding,One,25.6,25.6,0,0.5,0.51191,114.820129,5879,700041,122988,577053,823029,7,106914.5,BuildingType0_MinimumPlotwidthm43_BuildingDepthm25.6_BuildingLengthm25.6_Orientation0_GlzRatio0.5_4.png
Freestanding,Two,25.6,25.6,0,0.5,0.551606,58.910065,5705,581036,112261,468775,693297,6,87475.5,BuildingType0_MinimumPlotwidthm42_BuildingDepthm25.6_BuildingLengthm25.6_Orientation0_GlzRatio0.5_4.png
Freestanding,Three,25.6,25.6,0,0.5,0.648524,30.955032,4042,437309,97943,339366,535252,5,69980.4,BuildingType0_MinimumPlotwidthm36_BuildingDepthm25.6_BuildingLengthm25.6_Orientation0_GlzRatio0.5_4.png
